0.1,-0.01066595,3.814726e-06,0.0106659506821771
0.096,-0.01026007,0,0.01026007
0.092,-0.0098330139,5.3406052e-06,0.00983301538078575
0.088,-0.0094088199,4.5776656e-06,0.00940882106085336
0.084,-0.0089832901,5.722075e-06,0.00898329192243566
0.08,-0.0085543273,9.536815e-07,0.0085543274061098
0.076,-0.008128989,3.6239897e-06,0.00812898982887027
0.072,-0.0077036231,3.814726e-07,0.00770362314679062
0.068,-0.0072771371,0,0.0072771371
0.064,-0.0068477931,-2.4795719e-06,0.00684779360537548
0.06,-0.0064268413,3.2425171e-06,0.00642684223656382
0.056,-0.0059988318,3.814726e-06,0.00599883301296884
0.052,-0.0055715858,3.814726e-06,0.00557158710599173
0.048,-0.0051472008,1.3351541e-06,0.00514720104693461
0.044,-0.0047220529,1.907363e-06,0.00472205328524944
0.04,-0.0042934717,1.7166267e-06,0.00429347208115029
0.036,-0.0038685011,0,0.0038685011
0.032,-0.0034418255,0,0.0034418255
0.028,-0.0030153425,1.907363e-07,0.00301534256082166
0.024,-0.0025888593,0,0.0025888593
0.02,-0.002161041,0,0.002161041
0.016,-0.0017343595,-1.907363e-06,0.00173436054949106
0.012,-0.0013046338,-3.814726e-06,0.00130463938201055
0.008,-0.00087891033,-5.722075e-06,0.000878928992831173
0.004,-0.00045242534,-7.629453e-06,0.000452490183874712
0.004,-0.0004291553,-7.629453e-06,0.000429223112228558
0.008,-0.00083656683,-5.722075e-06,0.000836586451935601
0.012,-0.0012624815,-3.814726e-06,0.00126248726970797
0.016,-0.0016878202,-1.907363e-06,0.00168782127851502
0.02,-0.0021167905,0,0.0021167905
0.024,-0.0025423199,0,0.0025423199
0.028,-0.0029709013,1.7166267e-06,0.00297090184877334
0.032,-0.0033981474,0,0.0033981474
0.036,-0.0038217695,1.3351541e-06,0.00382176983123456
0.04,-0.00425151,1.907363e-06,0.00425151042789156
0.044,-0.0046764671,3.6239897e-06,0.00467646853626691
0.048,-0.0051037134,1.7166267e-06,0.00510371372092763
0.052,-0.0055296241,3.814726e-06,0.0055296254159058
0.056,-0.00595687,3.814726e-06,0.00595687122151556
0.06,-0.0063833537,3.814726e-06,0.00638335483989819
0.064,-0.0068041148,-1.7166267e-06,0.00680411504013476
0.068,-0.0072328867,0,0.0072328867
0.072,-0.0076591789,5.722089e-07,0.00765917897173906
0.076,-0.0080872181,3.6239897e-06,0.008087218931293
0.08,-0.0085127471,7.629452e-07,0.0085127471857851
0.084,-0.0089390395,5.5313401e-06,0.00893904122841746
0.088,-0.0093664768,5.1498703e-06,0.00936647825695838
0.092,-0.0097887635,5.722075e-06,0.00978876517246932
0.096,-0.010217537,0,0.010217537
0.1,-0.010642491,4.5776656e-06,0.0106424920250225
