1270,5.0366287e-07,-1.3411135e-07,5.21394301792186e-07
1770,9.0301399e-07,-3.38258205e-07,9.64348383508812e-07
2270,1.4156175e-06,-6.4075355e-07,1.55389614833539e-06
2770,1.99677e-06,-1.043089e-06,2.25280382963564e-06
3270,2.622619e-06,-1.519926e-06,3.0312217775407e-06
3770,3.308072e-06,-2.086177e-06,3.91094295950644e-06
4270,4.023343e-06,-2.741828e-06,4.86876880507105e-06
4770,4.74604875e-06,-3.42579185e-06,5.85329845110256e-06
5270,5.513459e-06,-4.142552e-06,6.89630098077114e-06
5770,6.258517e-06,-4.88761e-06,7.940892050103e-06
6270,7.033377e-06,-5.66247e-06,9.0295048881447e-06
6770,7.808267e-06,-6.437331e-06,1.01196968307776e-05
7270,8.583127e-06,-7.2345425e-06,1.12253628772665e-05
7770,9.357987e-06,-8.016883e-06,1.23224321352507e-05
8270,1.013285e-05,-8.821546e-06,1.34348175630567e-05
8770,1.090771e-05,-9.6470701e-06,1.45617376598784e-05
9270,1.168108e-05,-1.045918e-05,1.56793519156755e-05
9770,1.242763e-05,-1.123553e-05,1.67536002637582e-05
10270,1.31831135e-05,-1.20402e-05,1.78538788362809e-05
