Freq.	V(vout)
1.00000000000000e-001	-2.89253702844320e-013,-6.45930031714300e-012
1.12201845430196e-001	-3.64021961516800e-013,-7.24431301417873e-012
1.25892541179417e-001	-4.58075562623017e-013,-8.12381923165775e-012
1.41253754462275e-001	-5.76364802117285e-013,-9.10881829145805e-012
1.58489319246111e-001	-7.25096630494597e-013,-1.02114347289120e-011
1.77827941003892e-001	-9.12045494958068e-013,-1.14449676515880e-011
1.99526231496888e-001	-1.14693630684318e-012,-1.28239110309290e-011
2.23872113856834e-001	-1.44191345959060e-012,-1.43639278116858e-011
2.51188643150958e-001	-1.81211078857312e-012,-1.60817537238429e-011
2.81838293126445e-001	-2.27633716509010e-012,-1.79949973095108e-011
3.16227766016838e-001	-2.85789005525955e-012,-2.01217903832001e-011
3.54813389233575e-001	-3.58550329112522e-012,-2.24802274529818e-011
3.98107170553497e-001	-4.49442317553201e-012,-2.50875133634715e-011
4.46683592150963e-001	-5.62758555804186e-012,-2.79587161076408e-011
5.01187233627272e-001	-7.03683121317248e-012,-3.11049983316510e-011
5.62341325190348e-001	-8.78404220644229e-012,-3.45311809851379e-011
6.30957344480192e-001	-1.09420020681637e-011,-3.82324844235712e-011
7.07945784384137e-001	-1.35946731397109e-011,-4.21903107168349e-011
7.94328234724280e-001	-1.68364464323789e-011,-4.63669985397425e-011
8.91250938133744e-001	-2.07697659256149e-011,-5.06996295593780e-011
9.99999999999999e-001	-2.55003956578010e-011,-5.50932274754046e-011
1.12201845430196e+000	-3.11295525779439e-011,-5.94140938131470e-011
1.25892541179417e+000	-3.77422780806334e-011,-6.34845593321247e-011
1.41253754462275e+000	-4.53918992391731e-011,-6.70810130008592e-011
1.58489319246111e+000	-5.40813449331103e-011,-6.99375029882670e-011
1.77827941003892e+000	-6.37434163217827e-011,-7.17571648175765e-011
1.99526231496888e+000	-7.42236006414101e-011,-7.22328590737446e-011
2.23872113856834e+000	-8.52700835380448e-011,-7.10765020481249e-011
2.51188643150958e+000	-9.65354952157265e-011,-6.80539081550135e-011
2.81838293126445e+000	-1.07593073304281e-010,-6.30194070206160e-011
3.16227766016837e+000	-1.17966534831801e-010,-5.59433052965128e-011
3.54813389233575e+000	-1.27169188490529e-010,-4.69263761478231e-011
