Freq.	V(vout)
1.00000000000000e-01	-1.61796679838453e-14,-2.13791922348667e-12
1.12201845430196e-01	-2.03686368714008e-14,-2.39874679629125e-12
1.25892541179417e-01	-2.56420266992030e-14,-2.69138446134527e-12
1.41253754462275e-01	-3.22804990664292e-14,-3.01970716801785e-12
1.58489319246111e-01	-4.06373143541883e-14,-3.38806001369507e-12
1.77827941003892e-01	-5.11570874779186e-14,-3.80131451120103e-12
1.99526231496888e-01	-6.43993755739562e-14,-4.26493126919586e-12
2.23872113856834e-01	-8.10683343295354e-14,-4.78502968193830e-12
2.51188643150958e-01	-1.02049991711771e-13,-5.36846522129063e-12
2.81838293126445e-01	-1.28459075579272e-13,-6.02291488881436e-12
3.16227766016838e-01	-1.61697812339976e-13,-6.75697130289982e-12
3.54813389233575e-01	-2.03529706484375e-13,-7.58024574176844e-12
3.98107170553497e-01	-2.56172038392094e-13,-8.50348020495571e-12
4.46683592150963e-01	-3.22411703078483e-13,-9.53866814726397e-12
5.01187233627272e-01	-4.05750080266799e-13,-1.06991829157063e-11
5.62341325190348e-01	-5.10583895548608e-13,-1.19999119925424e-11
6.30957344480192e-01	-6.42430514632411e-13,-1.34573937941422e-11
7.07945784384137e-01	-8.08207796670765e-13,-1.50899518310921e-11
7.94328234724280e-01	-1.01658047073334e-12,-1.69178182799450e-11
8.91250938133744e-01	-1.27838687695641e-12,-1.89632351647033e-11
9.99999999999999e-01	-1.60716160708816e-12,-2.12505160334637e-11
1.12201845430196e+00	-2.01977068992634e-12,-2.38060438022289e-11
1.25892541179417e+00	-2.53717582901339e-12,-2.66581708251133e-11
1.41253754462275e+00	-3.18534174652095e-12,-2.98369747414305e-11
1.58489319246111e+00	-3.99629428615312e-12,-3.33738078863195e-11
1.77827941003892e+00	-5.00932418421371e-12,-3.73005590754671e-11
1.99526231496888e+00	-6.27230900461812e-12,-4.16485253025359e-11
2.23872113856834e+00	-7.84308934839228e-12,-4.64467698827337e-11
2.51188643150958e+00	-9.79078013325536e-12,-5.17198282073636e-11
2.81838293126445e+00	-1.21968189586124e-11,-5.74846222615065e-11
3.16227766016837e+00	-1.51554496681971e-11,-6.37464761260413e-11
3.54813389233575e+00	-1.87732160031668e-11,-7.04942094972796e-11
3.98107170553496e+00	-2.31669182108122e-11,-7.76944527727390e-11
4.46683592150962e+00	-2.84594090259380e-11,-8.52856013715355e-11
5.01187233627271e+00	-3.47726502647864e-11,-9.31722154331993e-11
5.62341325190348e+00	-4.22177211080592e-11,-1.01221132271657e-10
6.30957344480192e+00	-5.08820673677174e-11,-1.09260966914822e-10
7.07945784384136e+00	-6.08152429960495e-11,-1.17086798622974e-10
7.94328234724279e+00	-7.20155858234807e-11,-1.24471374465908e-10
8.91250938133743e+00	-8.44212960048834e-11,-1.31182863439097e-10
9.99999999999997e+00	-9.79096271220429e-11,-1.37007117781853e-10
1.12201845430196e+01	-1.12306757667608e-10,-1.41770095442319e-10
1.25892541179416e+01	-1.27408245937573e-10,-1.45354587913590e-10
1.41253754462275e+01	-1.43006461573428e-10,-1.47705724272654e-10
1.58489319246111e+01	-1.58918417259776e-10,-1.48822264357885e-10
1.77827941003892e+01	-1.75006398008220e-10,-1.48734737451879e-10
1.99526231496887e+01	-1.91185277679829e-10,-1.47475499333354e-10
2.23872113856833e+01	-2.07413840809834e-10,-1.45048288819484e-10
2.51188643150957e+01	-2.23671508673061e-10,-1.41405195779558e-10
2.81838293126444e+01	-2.39925412293045e-10,-1.36437344834121e-10
3.16227766016837e+01	-2.56095121282779e-10,-1.29982709525367e-10
3.54813389233574e+01	-2.72023302116613e-10,-1.21850878444196e-10
3.98107170553496e+01	-2.87459959734228e-10,-1.11860744009035e-10
4.46683592150961e+01	-3.02065474263878e-10,-9.98836101746369e-11
5.01187233627270e+01	-3.15433457747532e-10,-8.58821432073815e-11
5.62341325190347e+01	-3.27129404934400e-10,-6.99360003549013e-11
6.30957344480191e+01	-3.36736872504233e-10,-5.22482167843336e-11
7.07945784384135e+01	-3.43901188347341e-10,-3.31315677292427e-11
7.94328234724278e+01	-3.48362132173682e-10,-1.29792069076408e-11
8.91250938133741e+01	-3.49970827607872e-10,7.77295935541940e-12
9.99999999999995e+01	-3.48690498183213e-10,2.86842619149525e-11
1.12201845430196e+02	-3.44584128182611e-10,4.93414987419430e-11
1.25892541179416e+02	-3.37793634535280e-10,6.93820381716730e-11
1.41253754462275e+02	-3.28515029152943e-10,8.85069227937842e-11
1.58489319246111e+02	-3.16972989599114e-10,1.06484565129184e-10
1.77827941003891e+02	-3.03397228085384e-10,1.23145976224072e-10
1.99526231496887e+02	-2.88002767950035e-10,1.38372295846622e-10
2.23872113856833e+02	-2.70976720846148e-10,1.52075638116949e-10
2.51188643150957e+02	-2.52474617892513e-10,1.64175568110369e-10
2.81838293126444e+02	-2.32628668140890e-10,1.74575625012524e-10
3.16227766016836e+02	-2.11567906464009e-10,1.83146041595465e-10
3.54813389233574e+02	-1.89446562845122e-10,1.89718807235244e-10
3.98107170553495e+02	-1.66473582317014e-10,1.94098818333234e-10
4.46683592150961e+02	-1.42934645773514e-10,1.96090566240351e-10
5.01187233627270e+02	-1.19199202293305e-10,1.95535083357619e-10
5.62341325190346e+02	-9.57087487662206e-11,1.92348429555571e-10
6.30957344480190e+02	-7.29477119528185e-11,1.86552149522841e-10
7.07945784384134e+02	-5.14030735430611e-11,1.78288248348940e-10
7.94328234724277e+02	-3.15216692584554e-11,1.67815603861415e-10
8.91250938133740e+02	-1.36739667300565e-11,1.55489760623866e-10
9.99999999999994e+02	1.86964635901124e-12,1.41731893495125e-10
1.12201845430196e+03	1.49480950543350e-11,1.26994174793772e-10
1.25892541179416e+03	2.55060342479582e-11,1.11727813433895e-10
1.41253754462275e+03	3.35811641447307e-11,9.63577012199360e-11
1.58489319246110e+03	3.92865478976589e-11,8.12652309948277e-11
1.77827941003891e+03	4.27915008023329e-11,6.67792217514278e-11
1.99526231496887e+03	4.43039563639187e-11,5.31739317464494e-11
2.23872113856832e+03	4.40566514570883e-11,4.06723572773172e-11
2.51188643150956e+03	4.22986676553065e-11,2.94521363467110e-11
2.81838293126443e+03	3.92924310043648e-11,1.96507233585520e-11
3.16227766016836e+03	3.53143308117194e-11,1.13667299271519e-11
3.54813389233573e+03	3.06554058780683e-11,4.65583772873723e-12
3.98107170553494e+03	2.56179996400773e-11,-4.77814049244986e-13
4.46683592150960e+03	2.05054335170437e-11,-4.09133507600069e-12
5.01187233627269e+03	1.56043354693937e-11,-6.30902967552471e-12
5.62341325190345e+03	1.11623174985853e-11,-7.32013968038170e-12
6.30957344480189e+03	7.36598843269259e-12,-7.36612783956929e-12
7.07945784384133e+03	4.32490475787513e-12,-6.71838205444129e-12
7.94328234724276e+03	2.06581441988153e-12,-5.65013235981354e-12
8.91250938133739e+03	5.38980923311360e-13,-4.40808424351587e-12
9.99999999999992e+03	-3.64593628738474e-13,-3.18937758857684e-12
1.12201845430195e+04	-7.88746732698635e-13,-2.12813596487749e-12
1.25892541179416e+04	-8.85741700279364e-13,-1.29354009491467e-12
1.41253754462274e+04	-7.93259854626139e-13,-6.98616793429203e-13
1.58489319246110e+04	-6.18990662042345e-13,-3.16449239679680e-13
1.77827941003891e+04	-4.34671851039753e-13,-9.90212723023319e-14
1.99526231496886e+04	-2.78688261762879e-13,6.05011716101302e-15
2.23872113856832e+04	-1.64203162111669e-13,4.40962721838827e-14
2.51188643150956e+04	-8.90453905497890e-14,4.81746230700857e-14
2.81838293126443e+04	-4.42838799046334e-14,3.88796136723301e-14
3.16227766016835e+04	-1.99550526658277e-14,2.70109476127803e-14
3.54813389233572e+04	-7.89562818697824e-15,1.70307816993883e-14
3.98107170553494e+04	-2.49835498312976e-15,1.00059905827289e-14
4.46683592150959e+04	-3.81927772965631e-16,5.56719985571532e-15
5.01187233627268e+04	2.80560160884879e-16,2.96653286465887e-15
5.62341325190344e+04	3.79841016023532e-16,1.52673208003537e-15
6.30957344480187e+04	3.05607542944525e-16,7.63918942619605e-16
7.07945784384131e+04	2.06530653718159e-16,3.73590695482407e-16
7.94328234724274e+04	1.27468904453152e-16,1.79331526305567e-16
8.91250938133737e+04	7.43814016187321e-17,8.47845087295230e-17
9.99999999999990e+04	4.17879658435956e-17,3.95881737696027e-17
1.12201845430195e+05	2.28507031422661e-17,1.82954738440616e-17
1.25892541179415e+05	1.22491158752644e-17,8.38260648662406e-18
1.41253754462274e+05	6.46855560339171e-18,3.81255886839336e-18
1.58489319246110e+05	3.37710860618884e-18,1.72281642256658e-18
1.77827941003891e+05	1.74764031658574e-18,7.73892976764904e-19
1.99526231496886e+05	8.98215434834965e-19,3.45647690592482e-19
2.23872113856832e+05	4.59175794171546e-19,1.53476302948530e-19
2.51188643150955e+05	2.33746771075460e-19,6.77148952278914e-20
2.81838293126442e+05	1.18594709285598e-19,2.96582297850572e-20
3.16227766016835e+05	6.00117716891332e-20,1.28750771852046e-20
3.54813389233572e+05	3.03033386161172e-20,5.52664569435423e-21
3.98107170553493e+05	1.52758892720186e-20,2.33720627969985e-21
4.46683592150958e+05	7.68992578978131e-21,9.68233038552841e-22
5.01187233627267e+05	3.86671137365057e-21,3.89262130024209e-22
5.62341325190343e+05	1.94241689394803e-21,1.49359375877574e-22
6.30957344480186e+05	9.74941553389586e-22,5.28678894650873e-23
7.07945784384130e+05	4.88973008945142e-22,1.58145602335987e-23
