Freq.	V(vout)
1.00000000000000e-01	-2.07913053635848e-14,-2.49519195278758e-12
1.12201845430196e-01	-2.61741823122626e-14,-2.79959928482112e-12
1.25892541179417e-01	-3.29505185720125e-14,-3.14112842551177e-12
1.41253754462275e-01	-4.14809382101398e-14,-3.52430005225832e-12
1.58489319246111e-01	-5.22193360094435e-14,-3.95418279209825e-12
1.77827941003892e-01	-6.57369667577934e-14,-4.43645857488075e-12
1.99526231496888e-01	-8.27527364079139e-14,-4.97749534038409e-12
2.23872113856834e-01	-1.04171280110847e-13,-5.58442774175526e-12
2.51188643150958e-01	-1.31130810454129e-13,-6.26524646162315e-12
2.81838293126445e-01	-1.65063213748252e-13,-7.02889668554621e-12
3.16227766016838e-01	-2.07769483485986e-13,-7.88538613747398e-12
3.54813389233575e-01	-2.61514332048985e-13,-8.84590284152135e-12
3.98107170553497e-01	-3.29144741026545e-13,-9.92294238841061e-12
4.46683592150963e-01	-4.14238323953226e-13,-1.11304438902431e-11
5.01187233627272e-01	-5.21288708785520e-13,-1.24839329161380e-11
5.62341325190348e-01	-6.55936718821041e-13,-1.40006683931224e-11
6.30957344480192e-01	-8.25257941502866e-13,-1.56997885673008e-11
7.07945784384137e-01	-1.03811929221846e-12,-1.76024484293498e-11
7.94328234724280e-01	-1.30561931573377e-12,-1.97319372250534e-11
8.91250938133744e-01	-1.64162903075145e-12,-2.21137594216948e-11
9.99999999999999e-01	-2.06345176455331e-12,-2.47756553196571e-11
1.12201845430196e+00	-2.59262104263829e-12,-2.77475278380036e-11
1.25892541179417e+00	-3.25585421071555e-12,-3.10612292748222e-11
1.41253754462275e+00	-4.08617453628543e-12,-3.47501455251783e-11
1.58489319246111e+00	-5.12420376001893e-12,-3.88484950961933e-11
1.77827941003892e+00	-6.41960714650662e-12,-4.33902367534910e-11
1.99526231496888e+00	-8.03263958286676e-12,-4.84074546333523e-11
2.23872113856834e+00	-1.00356887250490e-11,-5.39280675404635e-11
2.51188643150958e+00	-1.25146338239118e-11,-5.99726983959517e-11
2.81838293126445e+00	-1.55697325256610e-11,-6.65505549024064e-11
3.16227766016837e+00	-1.93156140543701e-11,-7.36542356782281e-11
3.54813389233575e+00	-2.38798095436385e-11,-8.12535173382972e-11
3.98107170553496e+00	-2.93991248428376e-11,-8.92884303836840e-11
4.46683592150962e+00	-3.60131265547400e-11,-9.76623181445597e-11
5.01187233627271e+00	-4.38541741677368e-11,-1.06236079269013e-10
5.62341325190348e+00	-5.30339173408946e-11,-1.14825329735761e-10
6.30957344480192e+00	-6.36270830379734e-11,-1.23202579444825e-10
7.07945784384136e+00	-7.56546642705964e-11,-1.31106379430289e-10
7.94328234724279e+00	-8.90699971070124e-11,-1.38258412083900e-10
8.91250938133743e+00	-1.03752072725517e-10,-1.44387514519327e-10
9.99999999999997e+00	-1.19510014014924e-10,-1.49256965485868e-10
1.12201845430196e+01	-1.36100445740913e-10,-1.52688965259701e-10
1.25892541179416e+01	-1.53255772755789e-10,-1.54579383746482e-10
1.41253754462275e+01	-1.70717397519115e-10,-1.54897479193155e-10
1.58489319246111e+01	-1.88265403862356e-10,-1.53669238682960e-10
1.77827941003892e+01	-2.05736469549733e-10,-1.50947874124026e-10
1.99526231496887e+01	-2.23024738705302e-10,-1.46778932656757e-10
2.23872113856833e+01	-2.40064886994366e-10,-1.41169120600583e-10
2.51188643150957e+01	-2.56801085815584e-10,-1.34067093681076e-10
2.81838293126444e+01	-2.73148923498126e-10,-1.25361778589902e-10
3.16227766016837e+01	-2.88959151569477e-10,-1.14900074377983e-10
3.54813389233574e+01	-3.03992283035496e-10,-1.02521624331354e-10
3.98107170553496e+01	-3.17911411292440e-10,-8.81042702636720e-11
4.46683592150961e+01	-3.30297019656233e-10,-7.16106266743282e-11
5.01187233627270e+01	-3.40682437561760e-10,-5.31250859265124e-11
5.62341325190347e+01	-3.48603293301013e-10,-3.28723596915238e-11
6.30957344480191e+01	-3.53650675602601e-10,-1.12131834373915e-11
7.07945784384135e+01	-3.55517148210238e-10,1.13814252444554e-11
7.94328234724278e+01	-3.54027339026433e-10,3.43710324301384e-11
8.91250938133741e+01	-3.49149307628955e-10,5.71929010640750e-11
9.99999999999995e+01	-3.40987534135343e-10,7.93066534726978e-11
1.12201845430196e+02	-3.29761784354139e-10,1.00230021146609e-10
1.25892541179416e+02	-3.15777653514832e-10,1.19562364076791e-10
1.41253754462275e+02	-2.99394363989619e-10,1.36995542667092e-10
1.58489319246111e+02	-2.80994077625072e-10,1.52313560609444e-10
1.77827941003891e+02	-2.60955593249390e-10,1.65382999288214e-10
1.99526231496887e+02	-2.39634615364493e-10,1.76136249352060e-10
2.23872113856833e+02	-2.17352754630234e-10,1.84549896756321e-10
2.51188643150957e+02	-1.94397147464469e-10,1.90621835751570e-10
2.81838293126444e+02	-1.71031050069955e-10,1.94352188116436e-10
3.16227766016836e+02	-1.47512834465057e-10,1.95733573134979e-10
3.54813389233574e+02	-1.24117562153701e-10,1.94754611342904e-10
3.98107170553495e+02	-1.01153413357485e-10,1.91416803670262e-10
4.46683592150961e+02	-7.89659551764404e-11,1.85760382721873e-10
5.01187233627270e+02	-5.79266312406679e-11,1.77891228145529e-10
5.62341325190346e+02	-3.84068305123487e-11,1.67999974583425e-10
6.30957344480190e+02	-2.07436306786357e-11,1.56366520277292e-10
7.07945784384134e+02	-5.20605217471870e-12,1.43347577358340e-10
7.94328234724277e+02	8.02960559591567e-12,1.29350076344061e-10
8.91250938133740e+02	1.88898734928253e-11,1.14797241966835e-10
9.99999999999994e+02	2.73988334405855e-11,1.00095605324618e-10
1.12201845430196e+03	3.36609686296751e-11,8.56098401783089e-11
