Freq.	V(vout)
1.00000000000000e-01	-4.00005672947765e-14,-3.60486746962902e-12
1.12201845430196e-01	-5.03562375087690e-14,-4.04460407018278e-12
1.25892541179417e-01	-6.33923807249584e-14,-4.53794560888943e-12
1.41253754462275e-01	-7.98025289656710e-14,-5.09141182988072e-12
1.58489319246111e-01	-1.00459488879244e-13,-5.71230933066526e-12
1.77827941003892e-01	-1.26461586049871e-13,-6.40882399928822e-12
1.99526231496888e-01	-1.59190781330099e-13,-7.19012326068362e-12
2.23872113856834e-01	-2.00385673753698e-13,-8.06646872613126e-12
2.51188643150958e-01	-2.52233150360185e-13,-9.04933966606131e-12
2.81838293126445e-01	-3.17483362600189e-13,-1.01515674320814e-11
3.16227766016838e-01	-3.99593834111845e-13,-1.13874804848241e-11
3.54813389233575e-01	-5.02909871318016e-13,-1.27730589641159e-11
3.98107170553497e-01	-6.32890090794395e-13,-1.43260966615185e-11
4.46683592150963e-01	-7.96387821381993e-13,-1.60663666769026e-11
5.01187233627272e-01	-1.00200139412751e-12,-1.80157847615053e-11
5.62341325190348e-01	-1.26050887093117e-12,-2.01985611015308e-11
6.30957344480192e-01	-1.58540549069767e-12,-2.26413267223466e-11
7.07945784384137e-01	-1.99356482307718e-12,-2.53732143304408e-11
7.94328234724280e-01	-2.50604692486946e-12,-2.84258646744760e-11
8.91250938133744e-01	-3.14907800830372e-12,-3.18333176944075e-11
9.99999999999999e-01	-3.95522512237005e-12,-3.56317320517821e-11
1.12201845430196e+00	-4.96478432219992e-12,-3.98588563301911e-11
1.25892541179417e+00	-6.22738902376458e-12,-4.45531497528170e-11
1.41253754462275e+00	-7.80382272947815e-12,-4.97524198792276e-11
1.58489319246111e+00	-9.76798156375113e-12,-5.54918111099839e-11
1.77827941003892e+00	-1.22088700234881e-11,-6.18009454306389e-11
1.99526231496888e+00	-1.52324200041187e-11,-6.86999948683317e-11
2.23872113856834e+00	-1.89627913843024e-11,-7.61944700624174e-11
2.51188643150958e+00	-2.35426401973378e-11,-8.42685675145556e-11
2.81838293126445e+00	-2.91316384238438e-11,-9.28770670663528e-11
3.16227766016837e+00	-3.59023332227079e-11,-1.01936056677495e-10
3.54813389233575e+00	-4.40323181865404e-11,-1.11313224755732e-10
3.98107170553496e+00	-5.36917812665379e-11,-1.20819108739905e-10
4.46683592150962e+00	-6.50259635967540e-11,-1.30201448130993e-10
5.01187233627271e+00	-7.81330752141319e-11,-1.39145446567638e-10
5.62341325190348e+00	-9.30398131918193e-11,-1.47282915683751e-10
6.30957344480192e+00	-1.09678574962851e-10,-1.54212461348108e-10
7.07945784384136e+00	-1.27872095438373e-10,-1.59530710205399e-10
7.94328234724279e+00	-1.47331552313536e-10,-1.62871188581872e-10
8.91250938133743e+00	-1.67672250528917e-10,-1.63943800373757e-10
9.99999999999997e+00	-1.88446675812259e-10,-1.62565562513993e-10
1.12201845430196e+01	-2.09189184546880e-10,-1.58673959931910e-10
1.25892541179416e+01	-2.29462129818133e-10,-1.52318439815392e-10
1.41253754462275e+01	-2.48891968907956e-10,-1.43631873195890e-10
1.58489319246111e+01	-2.67186568515544e-10,-1.32789754948763e-10
1.77827941003892e+01	-2.84130356484517e-10,-1.19968211272328e-10
1.99526231496887e+01	-2.99559959717940e-10,-1.05311702765102e-10
2.23872113856833e+01	-3.13327619973514e-10,-8.89183505921302e-11
2.51188643150957e+01	-3.25262168786788e-10,-7.08464410607251e-11
2.81838293126444e+01	-3.35137733292333e-10,-5.11410080224121e-11
3.16227766016837e+01	-3.42658938850092e-10,-2.98750767834990e-11
3.54813389233574e+01	-3.47468329983327e-10,-7.19663245494669e-12
3.98107170553496e+01	-3.49177235415992e-10,1.66296911473370e-11
4.46683592150961e+01	-3.47416003053452e-10,4.11970358137749e-11
5.01187233627270e+01	-3.41894663832261e-10,6.59548917897132e-11
5.62341325190347e+01	-3.32462053363738e-10,9.02348804830055e-11
6.30957344480191e+01	-3.19151147558786e-10,1.13300882944557e-10
7.07945784384135e+01	-3.02200960604649e-10,1.34415258502868e-10
7.94328234724278e+01	-2.82050223197245e-10,1.52909333522034e-10
8.91250938133741e+01	-2.59304115154994e-10,1.68245534778717e-10
9.99999999999995e+01	-2.34681023386688e-10,1.80060880985830e-10
1.12201845430196e+02	-2.08949882865540e-10,1.88186455440473e-10
1.25892541179416e+02	-1.82868975877972e-10,1.92643245870762e-10
1.41253754462275e+02	-1.57134418073317e-10,1.93619185954872e-10
1.58489319246111e+02	-1.32342669432427e-10,1.91434075899329e-10
1.77827941003891e+02	-1.08968191981330e-10,1.86498668601046e-10
1.99526231496887e+02	-8.73556020493261e-11,1.79273025723667e-10
2.23872113856833e+02	-6.77247445435852e-11,1.70228391802820e-10
2.51188643150957e+02	-5.01861119332588e-11,1.59816274100139e-10
2.81838293126444e+02	-3.47627461971598e-11,1.48447397087731e-10
3.16227766016836e+02	-2.14138880114774e-11,1.36481287725738e-10
3.54813389233574e+02	-1.00559871247792e-11,1.24224901801576e-10
3.98107170553495e+02	-5.78379719051060e-13,1.11936949867607e-10
4.46683592150961e+02	7.14676316359903e-12,9.98342130825442e-11
5.01187233627270e+02	1.32587740933315e-11,8.80971501264235e-11
5.62341325190346e+02	1.79049918828384e-11,7.68737592332920e-11
6.30957344480190e+02	2.12377583922763e-11,6.62820601441902e-11
7.07945784384134e+02	2.34112438888669e-11,5.64121451343750e-11
7.94328234724277e+02	2.45783030191407e-11,4.73285294453197e-11
8.91250938133740e+02	2.48878898471665e-11,3.90729245870378e-11
9.99999999999994e+02	2.44833482163443e-11,3.16670476695933e-11
1.12201845430196e+03	2.35014293306609e-11,2.51149553290660e-11
1.25892541179416e+03	2.20715201412777e-11,1.94046598623384e-11
1.41253754462275e+03	2.03145233178130e-11,1.45092415609886e-11
1.58489319246110e+03	1.83411392345038e-11,1.03880294917189e-11
1.77827941003891e+03	1.62497931588713e-11,6.98845996541060e-12
1.99526231496887e+03	1.41248463353378e-11,4.24889036786587e-12
2.23872113856832e+03	1.20357862025758e-11,2.10211267379172e-12
2.51188643150956e+03	1.00377538333763e-11,4.78873690293852e-13
2.81838293126443e+03	8.17321231304766e-12,-6.89379585290122e-13
3.16227766016836e+03	6.47409131781375e-12,-1.46899893159760e-12
3.54813389233573e+03	4.96360736874301e-12,-1.92380776446563e-12
3.98107170553494e+03	3.65721043694298e-12,-2.11539556174741e-12
4.46683592150960e+03	2.56259599161135e-12,-2.10329069399292e-12
5.01187233627269e+03	1.67919402895675e-12,-1.94443363564872e-12
5.62341325190345e+03	9.97787961881140e-13,-1.69177868532127e-12
6.30957344480189e+03	5.00850788868104e-13,-1.39228819550187e-12
7.07945784384133e+03	1.63890085411832e-13,-1.08486119402607e-12
7.94328234724276e+03	-4.22731206886867e-14,-7.98778604422061e-13
8.91250938133739e+03	-1.48655760882657e-13,-5.53087401191958e-13
9.99999999999992e+03	-1.85196247055222e-13,-3.57087014342331e-13
1.12201845430195e+04	-1.78260048349037e-13,-2.11821485147855e-13
1.25892541179416e+04	-1.48937648244634e-13,-1.12279794584061e-13
1.41253754462274e+04	-1.12322556921027e-13,-4.98889735517374e-14
1.58489319246110e+04	-7.77485491210572e-14,-1.48607478793962e-14
1.77827941003891e+04	-4.97714638301501e-14,1.97242077402814e-15
1.99526231496886e+04	-2.95511247857450e-14,8.03576085322613e-15
2.23872113856832e+04	-1.62639080790999e-14,8.60987539586559e-15
2.51188643150956e+04	-8.25991543936054e-15,6.98301529240659e-15
2.81838293126443e+04	-3.82760040321062e-15,4.90950440051093e-15
3.16227766016835e+04	-1.57586641775794e-15,3.14044851990227e-15
3.54813389233572e+04	-5.36159884704303e-16,1.87288798818326e-15
3.98107170553494e+04	-1.10596957125094e-16,1.05722172265150e-15
4.46683592150959e+04	3.32608717285191e-17,5.70938201712902e-16
5.01187233627268e+04	6.28566172771686e-17,2.97387687127927e-16
5.62341325190344e+04	5.42503432162316e-17,1.50382619438181e-16
