Freq.	V(vout)
1.00000000000000e-01	-1.55660514489212e-13,-7.08109660536731e-12
1.12201845430196e-01	-1.95946702523733e-13,-7.94425284469153e-12
1.25892541179417e-01	-2.46653325485100e-13,-8.91237215050797e-12
1.41253754462275e-01	-3.10472256260408e-13,-9.99811449221866e-12
1.58489319246111e-01	-3.90788716720654e-13,-1.12156239073644e-11
1.77827941003892e-01	-4.91858676921316e-13,-1.25806846696807e-11
1.99526231496888e-01	-6.19030949671768e-13,-1.41108863253368e-11
2.23872113856834e-01	-7.79024834736860e-13,-1.58257945476394e-11
2.51188643150958e-01	-9.80276562758706e-13,-1.77471227384928e-11
2.81838293126445e-01	-1.23337056908765e-12,-1.98988963975731e-11
3.16227766016838e-01	-1.55157475589421e-12,-2.23075981479851e-11
3.54813389233575e-01	-1.95150226544300e-12,-2.50022754978596e-11
3.98107170553497e-01	-2.45392563092576e-12,-2.80145853403494e-11
4.46683592150963e-01	-3.08477201036703e-12,-3.13787381001592e-11
5.01187233627272e-01	-3.87632969442992e-12,-3.51312894106429e-11
5.62341325190348e-01	-4.86869479414152e-12,-3.93107072125287e-11
6.30957344480192e-01	-6.11148070962788e-12,-4.39566161566937e-11
7.07945784384137e-01	-7.66579819774444e-12,-4.91085883860759e-11
7.94328234724280e-01	-9.60648552046409e-12,-5.48043101838865e-11
8.91250938133744e-01	-1.20245191521709e-11,-6.10769093921449e-11
9.99999999999999e-01	-1.50294565462865e-11,-6.79511840845752e-11
1.12201845430196e+00	-1.87516425128554e-11,-7.54384397042901e-11
1.25892541179417e+00	-2.33437391815412e-11,-8.35296399101383e-11
1.41253754462275e+00	-2.89809108130324e-11,-9.21866388682878e-11
1.58489319246111e+00	-3.58587178327037e-11,-1.01331438537427e-10
1.77827941003892e+00	-4.41874880102313e-11,-1.10833766204901e-10
1.99526231496888e+00	-5.41817253493724e-11,-1.20497858237755e-10
2.23872113856834e+00	-6.60431466802847e-11,-1.30050196011069e-10
2.51188643150958e+00	-7.99364292897769e-11,-1.39131006341900e-10
2.81838293126445e+00	-9.59579579947437e-11,-1.47293374485971e-10
3.16227766016837e+00	-1.14099913466194e-10,-1.54014349386333e-10
3.54813389233575e+00	-1.34214752486096e-10,-1.58721779052488e-10
3.98107170553496e+00	-1.55987754036690e-10,-1.60838181808513e-10
4.46683592150962e+00	-1.78926544316993e-10,-1.59838653320695e-10
5.01187233627271e+00	-2.02374961970776e-10,-1.55314588863104e-10
5.62341325190348e+00	-2.25553686969560e-10,-1.47030932895065e-10
6.30957344480192e+00	-2.47622842612105e-10,-1.34964120054000e-10
7.07945784384136e+00	-2.67755101522164e-10,-1.19312002891088e-10
7.94328234724279e+00	-2.85204839225128e-10,-1.00474658989243e-10
8.91250938133743e+00	-2.99361090316847e-10,-7.90127799789168e-11
9.99999999999997e+00	-3.09778255584569e-10,-5.55949486287508e-11
1.12201845430196e+01	-3.16185525631982e-10,-3.09449709675671e-11
