Freq.	V(vout)
1.00000000000000e-001	-1.27898742922122e-013,-4.69540562086563e-012
1.12201845430196e-001	-1.60993044915981e-013,-5.26746610772264e-012
1.25892541179417e-001	-2.02643484578015e-013,-5.90897177975014e-012
1.41253754462275e-001	-2.55057976302305e-013,-6.62824933897521e-012
1.58489319246111e-001	-3.21011750516569e-013,-7.43458111862768e-012
1.77827941003892e-001	-4.03991700786549e-013,-8.33829694821610e-012
1.99526231496888e-001	-5.08376627141874e-013,-9.35086715314603e-012
2.23872113856834e-001	-6.39661814804684e-013,-1.04849927725832e-011
2.51188643150958e-001	-8.04738082342602e-013,-1.17546870067032e-011
2.81838293126445e-001	-1.01223728898210e-012,-1.31753389807757e-011
3.16227766016838e-001	-1.27295819743394e-012,-1.47637468330413e-011
3.54813389233575e-001	-1.60038832448230e-012,-1.65381015032525e-011
3.98107170553497e-001	-2.01133858145056e-012,-1.85178949318414e-011
4.46683592150963e-001	-2.52670743866715e-012,-2.07237161038521e-011
5.01187233627272e-001	-3.17238895684344e-012,-2.31768848755848e-011
5.62341325190348e-001	-3.98033262396157e-012,-2.58988562696240e-011
6.30957344480192e-001	-4.98974999219818e-012,-2.89103066938448e-011
7.07945784384137e-001	-6.24844001084583e-012,-3.22297888691486e-011
7.94328234724280e-001	-7.81416682105904e-012,-3.58718161970827e-011
8.91250938133744e-001	-9.75596456558599e-012,-3.98442146494295e-011
9.99999999999999e-001	-1.21551569837191e-011,-4.41445702720449e-011
1.12201845430196e+000	-1.51057602939316e-011,-4.87556189551246e-011
1.25892541179417e+000	-1.87137869691863e-011,-5.36394967786290e-011
1.41253754462275e+000	-2.30947994546942e-011,-5.87309275488302e-011
1.58489319246111e+000	-2.83689145490588e-011,-6.39297073039597e-011
1.77827941003892e+000	-3.46524050628199e-011,-6.90932826439277e-011
1.99526231496888e+000	-4.20452021222889e-011,-7.40308023510816e-011
2.23872113856834e+000	-5.06141146684314e-011,-7.85006606861813e-011
2.51188643150958e+000	-6.03725724793406e-011,-8.22140306650528e-011
2.81838293126445e+000	-7.12591523313835e-011,-8.48468559834313e-011
3.16227766016837e+000	-8.31187797450966e-011,-8.60618321962290e-011
3.54813389233575e+000	-9.56916811912443e-011,-8.55398412256127e-011
3.98107170553496e+000	-1.08615052986314e-010,-8.30173808668130e-011
4.46683592150962e+000	-1.21440396696556e-010,-7.83237022338138e-011
5.01187233627271e+000	-1.33665733395853e-010,-7.14100175851039e-011
5.62341325190348e+000	-1.44777714082422e-010,-6.23643364692766e-011
6.30957344480192e+000	-1.54295862935295e-010,-5.14091282006360e-011
7.07945784384136e+000	-1.61811201243901e-010,-3.88836008421653e-011
7.94328234724279e+000	-1.67014226741827e-010,-2.52158280326990e-011
8.91250938133743e+000	-1.69711133069945e-010,-1.08908206458825e-011
9.99999999999997e+000	-1.69830239646864e-010,3.58099786477181e-012
1.12201845430196e+001	-1.67421571463756e-010,1.76932276685141e-011
1.25892541179416e+001	-1.62651401335704e-010,3.09713210619398e-011
1.41253754462275e+001	-1.55791478591457e-010,4.29996695994343e-011
1.58489319246111e+001	-1.47201179589126e-010,5.34473438469566e-011
1.77827941003892e+001	-1.37301111400228e-010,6.20895527557575e-011
1.99526231496887e+001	-1.26538950295998e-010,6.88202909719460e-011
2.23872113856833e+001	-1.15351472344445e-010,7.36520799169052e-011
2.51188643150957e+001	-1.04129106094400e-010,7.67013907166306e-011
2.81838293126444e+001	-9.31895023811756e-011,7.81621512017033e-011
3.16227766016837e+001	-8.27643757298281e-011,7.82729053421824e-011
3.54813389233574e+001	-7.30002984684745e-011,7.72843653472708e-011
3.98107170553496e+001	-6.39707913601881e-011,7.54330739555905e-011
4.46683592150961e+001	-5.56950746211972e-011,7.29244860477464e-011
5.01187233627270e+001	-4.81584710096410e-011,6.99261016836965e-011
5.62341325190347e+001	-4.13302867780124e-011,6.65691330906357e-011
6.30957344480191e+001	-3.51764629739480e-011,6.29558624550272e-011
7.07945784384135e+001	-2.96659581677158e-011,5.91693326777938e-011
7.94328234724278e+001	-2.47714203024952e-011,5.52822308383280e-011
8.91250938133742e+001	-2.04659772848041e-011,5.13626944103437e-011
9.99999999999995e+001	-1.67186396596529e-011,4.74761083058982e-011
1.12201845430196e+002	-1.34906735319348e-011,4.36833905288924e-011
1.25892541179416e+002	-1.07344470210888e-011,4.00373121664545e-011
1.41253754462275e+002	-8.39505882693045e-012,3.65787308829975e-011
1.58489319246111e+002	-6.41402068259588e-012,3.33342311267279e-011
1.77827941003891e+002	-4.73373862262292e-012,3.03158615297365e-011
1.99526231496887e+002	-3.30157830444726e-012,2.75228489151735e-011
2.23872113856833e+002	-2.07271552050232e-012,2.49446425790988e-011
2.51188643150957e+002	-1.01148991500927e-012,2.25644826289831e-011
2.81838293126444e+002	-9.13913893116908e-014,2.03628030382345e-011
3.16227766016836e+002	7.05965401826827e-013,1.83200234692371e-011
3.54813389233574e+002	1.39246298759739e-012,1.64185307913732e-011
3.98107170553495e+002	1.97532788053091e-012,1.46438387968490e-011
4.46683592150961e+002	2.45891962878093e-012,1.29850303304673e-011
5.01187233627270e+002	2.84627580568574e-012,1.14346425033356e-011
5.62341325190346e+002	3.14031202777422e-012,9.98817090569533e-012
6.30957344480190e+002	3.34464361361675e-012,8.64335820028376e-012
7.07945784384134e+002	3.46404393340814e-012,7.39940851871630e-012
7.94328234724277e+002	3.50458727030893e-012,6.25624090831991e-012
8.91250938133740e+002	3.47354741894485e-012,5.21386620524265e-012
9.99999999999994e+002	3.37914086001918e-012,4.27193908040078e-012
1.12201845430196e+003	3.23021076394356e-012,3.42949666582349e-012
1.25892541179416e+003	3.03593571889787e-012,2.68485145146875e-012
1.41253754462275e+003	2.80561140951358e-012,2.03557406744684e-012
1.58489319246110e+003	2.54850590914583e-012,1.47849697121435e-012
1.77827941003891e+003	2.27375189970051e-012,1.00969521960767e-012
1.99526231496887e+003	1.99022914980776e-012,6.24439641860005e-013
2.23872113856832e+003	1.70640730202265e-012,3.17148068167848e-013
2.51188643150956e+003	1.43014610794843e-012,8.13688299633041e-014
2.81838293126443e+003	1.16847023027058e-012,-9.01786129146090e-014
3.16227766016836e+003	9.27342482956372e-013,-2.05495385666079e-013
3.54813389233573e+003	7.11458088843853e-013,-2.73126676021930e-013
3.98107170553494e+003	5.24080592912165e-013,-3.01921574311275e-013
4.46683592150960e+003	3.66939963978621e-013,-3.00738572016024e-013
5.01187233627269e+003	2.40212931313685e-013,-2.78113061823746e-013
5.62341325190345e+003	1.42601760677450e-013,-2.41911960239152e-013
6.30957344480189e+003	7.15191671582618e-014,-1.99008635303719e-013
7.07945784384133e+003	2.33742233713322e-014,-1.55016078459958e-013
7.94328234724276e+003	-6.06160239390489e-015,-1.14115437327577e-013
8.91250938133739e+003	-2.12451596249959e-014,-7.90088515436612e-014
9.99999999999992e+003	-2.64584552231423e-014,-5.10094497487685e-014
