Freq.	V(vout)
1.00000000000000e-001	-7.22061023383836e-014,-3.01409636341719e-012
1.12201845430196e-001	-9.08901710493452e-014,-3.38139765963654e-012
1.25892541179417e-001	-1.14405049999299e-013,-3.79332111148659e-012
1.41253754462275e-001	-1.43997487527191e-013,-4.25523099611805e-012
1.58489319246111e-001	-1.81234671070938e-013,-4.77311306168577e-012
1.77827941003892e-001	-2.28085812821041e-013,-5.35363680774946e-012
1.99526231496888e-001	-2.87024055833801e-013,-6.00421984620814e-012
2.23872113856834e-001	-3.61153496964979e-013,-6.73309237497964e-012
2.51188643150958e-001	-4.54367098234138e-013,-7.54935868237884e-012
2.81838293126445e-001	-5.71542335026640e-013,-8.46305102165823e-012
3.16227766016838e-001	-7.18782551147918e-013,-9.48516898486336e-012
3.54813389233575e-001	-9.03713041738073e-013,-1.06276944472152e-011
3.98107170553497e-001	-1.13584165541391e-012,-1.19035679795695e-011
4.46683592150963e-001	-1.42699383907242e-012,-1.33266070212424e-011
5.01187233627272e-001	-1.79183096004151e-012,-1.49113387291016e-011
5.62341325190348e-001	-2.24845752293220e-012,-1.66727109696472e-011
6.30957344480192e-001	-2.81911619047085e-012,-1.86256332629787e-011
7.07945784384137e-001	-3.53095736765342e-012,-2.07842858907110e-011
7.94328234724280e-001	-4.41684987965468e-012,-2.31611209303895e-011
8.91250938133744e-001	-5.51616769032447e-012,-2.57654662323512e-011
9.99999999999999e-001	-6.87544115152625e-012,-2.86016372754442e-011
1.12201845430196e+000	-8.54869726770762e-012,-3.16664709701209e-011
1.25892541179417e+000	-1.05972323411918e-011,-3.49462330370000e-011
1.41253754462275e+000	-1.30884696493129e-011,-3.84129346489611e-011
1.58489319246111e+000	-1.60934749327807e-011,-4.20202451471948e-011
1.77827941003892e+000	-1.96826733894485e-011,-4.56994213960147e-011
1.99526231496888e+000	-2.39193965202153e-011,-4.93559859649096e-011
2.23872113856834e+000	-2.88511640193101e-011,-5.28682272061863e-011
2.51188643150958e+000	-3.44991393544175e-011,-5.60888475045729e-011
2.81838293126445e+000	-4.08469795144124e-011,-5.88510614127565e-011
3.16227766016837e+000	-4.78311740208740e-011,-6.09799271906840e-011
3.54813389233575e+000	-5.53355920033464e-011,-6.23085653876389e-011
3.98107170553496e+000	-6.31928706933030e-011,-6.26973271008104e-011
4.46683592150962e+000	-7.11941477358348e-011,-6.20524422430890e-011
5.01187233627271e+000	-7.91065643241650e-011,-6.03399630565202e-011
5.62341325190348e+000	-8.66956353465627e-011,-5.75915097386341e-011
6.30957344480192e+000	-9.37480226504189e-011,-5.39003803160789e-011
7.07945784384136e+000	-1.00090226748090e-010,-4.94092057872686e-011
7.94328234724279e+000	-1.05600223837584e-010,-4.42923721995117e-011
8.91250938133743e+000	-1.10211330859894e-010,-3.87370965390426e-011
9.99999999999997e+000	-1.13909529201333e-010,-3.29263105030227e-011
1.12201845430196e+001	-1.16726415098094e-010,-2.70250156910165e-011
1.25892541179416e+001	-1.18729801591345e-010,-2.11703554168369e-011
1.41253754462275e+001	-1.20013205483238e-010,-1.54648742017256e-011
1.58489319246111e+001	-1.20684616432371e-010,-9.97243206071256e-012
1.77827941003892e+001	-1.20854534942768e-010,-4.71674804478956e-012
1.99526231496887e+001	-1.20623451213449e-010,3.16883375959232e-013
2.23872113856833e+001	-1.20069566851456e-010,5.17594299061495e-012
2.51188643150957e+001	-1.19238278264434e-010,9.93068277484394e-012
2.81838293126444e+001	-1.18135366466945e-010,1.46601713698597e-011
3.16227766016837e+001	-1.16725731592983e-010,1.94358488026075e-011
3.54813389233574e+001	-1.14938810623424e-010,2.43050152355376e-011
3.98107170553496e+001	-1.12680607559414e-010,2.92772509040822e-011
4.46683592150961e+001	-1.09850760108725e-010,3.43166780783616e-011
5.01187233627270e+001	-1.06361640292439e-010,3.93420566856368e-011
5.62341325190347e+001	-1.02155648520316e-010,4.42350116324699e-011
6.30957344480191e+001	-9.72170756970412e-011,4.88546383722975e-011
7.07945784384135e+001	-9.15763078376681e-011,5.30550405069832e-011
7.94328234724278e+001	-8.53063400206825e-011,5.67017405138185e-011
8.91250938133742e+001	-7.85137165976836e-011,5.96837011413817e-011
9.99999999999995e+001	-7.13272216765133e-011,6.19195853888230e-011
1.12201845430196e+002	-6.38874283965236e-011,6.33590017007860e-011
1.25892541179416e+002	-5.63388135904479e-011,6.39808560087556e-011
1.41253754462275e+002	-4.88243844644685e-011,6.37910289088404e-011
1.58489319246111e+002	-4.14815757869421e-011,6.28206025900598e-011
1.77827941003891e+002	-3.44380544428206e-011,6.11245221124626e-011
1.99526231496887e+002	-2.78068416511548e-011,5.87796968764502e-011
2.23872113856833e+002	-2.16811947275304e-011,5.58815249273498e-011
2.51188643150957e+002	-1.61303370089115e-011,5.25384817369848e-011
2.81838293126444e+002	-1.11971188492528e-011,4.88652453512871e-011
3.16227766016836e+002	-6.89819703496321e-012,4.49753773936220e-011
3.54813389233574e+002	-3.22668674264741e-012,4.09746921391137e-011
3.98107170553495e+002	-1.56732568515163e-013,3.69562317383725e-011
4.46683592150961e+002	2.35085720190831e-012,3.29973968464067e-011
5.01187233627270e+002	4.34288533314254e-012,2.91593621784448e-011
5.62341325190346e+002	5.86886447136611e-012,2.54884822760263e-011
6.30957344480190e+002	6.97761509363397e-012,2.20190230467721e-011
7.07945784384134e+002	7.71563688690887e-012,1.87763331097595e-011
7.94328234724277e+002	8.12705824204132e-012,1.57795795915144e-011
8.91250938133740e+002	8.25457178614162e-012,1.30434311113947e-011
9.99999999999994e+002	8.14057266401436e-012,1.05784988139261e-011
1.12201845430196e+003	7.82779414927660e-012,8.39079746409152e-012
1.25892541179416e+003	7.35904497142357e-012,6.48080334417632e-012
1.41253754462275e+003	6.77606799635088e-012,4.84275795421072e-012
1.58489319246110e+003	6.11789680183724e-012,3.46468924835130e-012
1.77827941003891e+003	5.41925493818960e-012,2.32928856173340e-012
1.99526231496887e+003	4.70947997280299e-012,1.41543943412632e-012
2.23872113856832e+003	4.01221684647596e-012,6.99978116141119e-013
2.51188643150956e+003	3.34583081683409e-012,1.59239240363168e-013
2.81838293126443e+003	2.72426081655108e-012,-2.29916782097422e-013
3.16227766016836e+003	2.15794478723313e-012,-4.89668007588163e-013
3.54813389233573e+003	1.65450851587128e-012,-6.41243472891459e-013
3.98107170553494e+003	1.21907096157641e-012,-7.05114555621749e-013
4.46683592150960e+003	8.54205570729533e-013,-7.01090897308764e-013
