12,-0.0007200278,-1.454359e-05,0.000720174665468682
17,-0.000720206675,-1.168257e-05,0.000720301421044805
22,-0.0007202663,-9.882509e-06,0.000720334103708886
27,-0.0007202663,-8.821546e-06,0.000720320319434014
32,-0.00072037358,-8.2612617e-06,0.000720420957450897
37,-0.0007202663,-7.629453e-06,0.000720306706527691
42,-0.0007205047,-7.391005e-06,0.00072054260781511
47,-0.0007205047,-7.152586e-06,0.000720540201660239
52,-0.0007207431,-6.914168e-06,0.000720776263424887
57,-0.0007207431,-6.675749e-06,0.000720774015779094
62,-0.0007207431,-6.6519072e-06,0.0007207737989012
67,-0.0007205047,-6.437331e-06,0.000720533456511558
72,-0.0007205047,-6.198912e-06,0.000720531365890531
77,-0.0007205047,-6.437331e-06,0.000720533456511558
82,-0.0007207431,-6.437331e-06,0.000720771847000154
87,-0.0007205047,-6.198912e-06,0.000720531365890531
92,-0.0007205047,-6.198912e-06,0.000720531365890531
97,-0.0007205047,-6.4611725e-06,0.000720533697123843
102,-0.0007205047,-6.198912e-06,0.000720531365890531
107,-0.0007205047,-6.198912e-06,0.000720531365890531
