Freq.	V(vout)
1.00000000000000e-001	-1.66862308993097e-014,-2.99926235757114e-012
1.12201845430196e-001	-2.10066153173202e-014,-3.36520594287498e-012
1.25892541179417e-001	-2.64455957577015e-014,-3.77579241753890e-012
1.41253754462275e-001	-3.32927693094376e-014,-4.23646533305750e-012
1.58489319246111e-001	-4.19126961522080e-014,-4.75333092646894e-012
1.77827941003892e-001	-5.27642971162523e-014,-5.33323834993659e-012
1.99526231496888e-001	-6.64252666554909e-014,-5.98386942992476e-012
2.23872113856834e-001	-8.36227955590922e-014,-6.71383901163133e-012
2.51188643150958e-001	-1.05272230530059e-013,-7.53280702903054e-012
2.81838293126445e-001	-1.32525715268140e-013,-8.45160351776036e-012
3.16227766016838e-001	-1.66833380666883e-013,-9.48236784876186e-012
3.54813389233575e-001	-2.10020307185618e-013,-1.06387034925952e-011
3.98107170553497e-001	-2.64383301264914e-013,-1.19358496094762e-011
4.46683592150963e-001	-3.32812549962276e-013,-1.33908706718692e-011
5.01187233627272e-001	-4.18944490529743e-013,-1.50228651269265e-011
5.62341325190348e-001	-5.27353811252475e-013,-1.68531937408735e-011
6.30957344480192e-001	-6.63794453040334e-013,-1.89057276594938e-011
7.07945784384137e-001	-8.35501883728208e-013,-2.12071152592094e-011
7.94328234724280e-001	-1.05157185352861e-012,-2.37870653988193e-011
8.91250938133744e-001	-1.32343439683148e-012,-2.66786424988748e-011
9.99999999999999e-001	-1.66544610450347e-012,-2.99185656770494e-011
1.12201845430196e+000	-2.09562870718986e-012,-3.35474995446218e-011
1.25892541179417e+000	-2.63658778694081e-012,-3.76103176629556e-011
1.41253754462275e+000	-3.31665186382010e-012,-4.21563103163175e-011
1.58489319246111e+000	-4.17127888942978e-012,-4.72392951780719e-011
1.77827941003892e+000	-5.24478369594118e-012,-5.29175713302901e-011
1.99526231496888e+000	-6.59244504048397e-012,-5.92536323004949e-011
2.23872113856834e+000	-8.28305255425144e-012,-6.63135203229463e-011
2.51188643150958e+000	-1.04019488650284e-011,-7.41656596941640e-011
2.81838293126445e+000	-1.30546052177138e-011,-8.28789497035611e-011
3.16227766016837e+000	-1.63707321630957e-011,-9.25198257117661e-011
3.54813389233575e+000	-2.05088587796510e-011,-1.03147911017933e-010
3.98107170553496e+000	-2.56611984091976e-011,-1.14809786910777e-010
4.46683592150962e+000	-3.20584352719416e-011,-1.27530316349433e-010
5.01187233627271e+000	-3.99737904990801e-011,-1.41300894164749e-010
5.62341325190348e+000	-4.97253356316001e-011,-1.56064010588204e-010
6.30957344480192e+000	-6.16750070924747e-011,-1.71693681647287e-010
7.07945784384136e+000	-7.62221618599415e-011,-1.87971730389924e-010
7.94328234724279e+000	-9.37888972226693e-011,-2.04560736209125e-010
8.91250938133743e+000	-1.14793945276804e-010,-2.20975840646122e-010
9.99999999999997e+000	-1.39612108889418e-010,-2.36559558976081e-010
1.12201845430196e+001	-1.68517440297942e-010,-2.50466128682604e-010
1.25892541179416e+001	-2.01611211007057e-010,-2.61664161207678e-010
1.41253754462275e+001	-2.38740432383760e-010,-2.68967364229089e-010
1.58489319246111e+001	-2.79418738352881e-010,-2.71101386550834e-010
1.77827941003892e+001	-3.22767089772607e-010,-2.66809128689886e-010
1.99526231496887e+001	-3.67494104196877e-010,-2.54987167094049e-010
2.23872113856833e+001	-4.11931901281706e-010,-2.34834601266878e-010
2.51188643150957e+001	-4.54132237195217e-010,-2.05987284505022e-010
2.81838293126444e+001	-4.92012241890419e-010,-1.68609975485915e-010
3.16227766016837e+001	-5.23525583871973e-010,-1.23428365981162e-010
3.54813389233574e+001	-5.46829864731575e-010,-7.16988553770272e-011
3.98107170553496e+001	-5.60426863821481e-010,-1.51289726549203e-011
4.46683592150961e+001	-5.63265244234778e-010,4.42315218280932e-011
5.01187233627270e+001	-5.54808010179682e-010,1.04111850562044e-010
5.62341325190347e+001	-5.35072731759620e-010,1.62146319410811e-010
6.30957344480191e+001	-5.04649246754329e-010,2.16007034669664e-010
7.07945784384135e+001	-4.64690462649575e-010,2.63547444317642e-010
7.94328234724278e+001	-4.16863676640737e-010,3.02954380482166e-010
8.91250938133742e+001	-3.63249192390390e-010,3.32893674041728e-010
9.99999999999995e+001	-3.06183021684404e-010,3.52622882631896e-010
