Freq.	V(vout)
1.00000000000000e-001	-2.30527377772200e-013,-6.27939983721375e-012
1.12201845430196e-001	-2.90151050467320e-013,-7.04358032598435e-012
1.25892541179417e-001	-3.65174415792098e-013,-7.90017209988154e-012
1.41253754462275e-001	-4.59562440194910e-013,-8.86010854087737e-012
1.58489319246111e-001	-5.78293665211434e-013,-9.93551664631103e-012
1.77827941003892e-001	-7.27615060437396e-013,-1.11398053743382e-011
1.99526231496888e-001	-9.15358475088633e-013,-1.24877416314756e-011
2.23872113856834e-001	-1.15133211750469e-012,-1.39955032335053e-011
2.51188643150958e-001	-1.44780254278716e-012,-1.56806933834609e-011
2.81838293126445e-001	-1.82008442034967e-012,-1.75622946221670e-011
3.16227766016838e-001	-2.28725640339753e-012,-1.96605312601726e-011
3.54813389233575e-001	-2.87302091683377e-012,-2.19965973474888e-011
3.98107170553497e-001	-3.60672231683221e-012,-2.45921916015295e-011
4.46683592150963e-001	-4.52452963539660e-012,-2.74687808307726e-011
5.01187233627272e-001	-5.67077401115975e-012,-3.06464891069189e-011
5.62341325190348e-001	-7.09940266868299e-012,-3.41424820463952e-011
6.30957344480192e-001	-8.87546525676653e-012,-3.79686867253279e-011
7.07945784384137e-001	-1.10764775445526e-011,-4.21286639388663e-011
7.94328234724280e-001	-1.37934046643062e-011,-4.66134420381943e-011
8.91250938133744e-001	-1.71308662814849e-011,-5.13961495707832e-011
9.99999999999999e-001	-2.12059916416004e-011,-5.64253765312668e-011
1.12201845430196e+000	-2.61451619507593e-011,-6.16173902541541e-011
1.25892541179417e+000	-3.20777183416442e-011,-6.68476748827231e-011
1.41253754462275e+000	-3.91256754554976e-011,-7.19427825861523e-011
1.58489319246111e+000	-4.73887010480401e-011,-7.66741622829634e-011
1.77827941003892e+000	-5.69242665743068e-011,-8.07563514079057e-011
1.99526231496888e+000	-6.77240673868679e-011,-8.38524150646205e-011
2.23872113856834e+000	-7.96895097679660e-011,-8.55893839732924e-011
2.51188643150958e+000	-9.26108985918739e-011,-8.55852361456474e-011
2.81838293126445e+000	-1.06156180610289e-010,-8.34864892074972e-011
3.16227766016837e+000	-1.19874758140834e-010,-7.90121180112535e-011
3.54813389233575e+000	-1.33219375125932e-010,-7.19964405022774e-011
3.98107170553496e+000	-1.45584755498892e-010,-6.24223840248540e-011
4.46683592150962e+000	-1.56357097457378e-010,-5.04382201862765e-011
5.01187233627271e+000	-1.64965793547628e-010,-3.63550976793808e-011
5.62341325190348e+000	-1.70929207876346e-010,-2.06276577890470e-011
6.30957344480192e+000	-1.73889624099846e-010,-3.82334232611865e-012
7.07945784384136e+000	-1.73636649438981e-010,1.34136762357363e-011
7.94328234724279e+000	-1.70121151574210e-010,3.04002985520897e-011
8.91250938133743e+000	-1.63461948922466e-010,4.64534764854077e-011
9.99999999999997e+000	-1.53945310522195e-010,6.09315938114396e-011
1.12201845430196e+001	-1.42014505095383e-010,7.32787084049633e-011
1.25892541179416e+001	-1.28245268559467e-010,8.30689936615315e-011
1.41253754462275e+001	-1.13304602780959e-010,9.00448963075274e-011
1.58489319246111e+001	-9.78947137936112e-011,9.41403750549581e-011
1.77827941003892e+001	-8.26893371211605e-011,9.54818982025691e-011
1.99526231496887e+001	-6.82734722741150e-011,9.43646914521278e-011
2.23872113856833e+001	-5.50976352530481e-011,9.12081066602903e-011
2.51188643150957e+001	-4.34540412120600e-011,8.64991500791621e-011
2.81838293126444e+001	-3.34764089274696e-011,8.07351996339615e-011
3.16227766016837e+001	-2.51597065941662e-011,7.43755329933159e-011
3.54813389233574e+001	-1.83927934000106e-011,6.78076809119924e-011
3.98107170553496e+001	-1.29959949287432e-011,6.13304331878617e-011
4.46683592150961e+001	-8.75671779603015e-012,5.51518034975582e-011
5.01187233627270e+001	-5.45843378554444e-012,4.93980399573072e-011
5.62341325190347e+001	-2.90091914416412e-012,4.41289795039411e-011
6.30957344480191e+001	-9.11853536032206e-013,3.93554613308946e-011
7.07945784384135e+001	6.48651191255755e-013,3.50556879635381e-011
7.94328234724278e+001	1.88842421854968e-012,3.11888280356380e-011
8.91250938133742e+001	2.88645628660534e-012,2.77053581550097e-011
9.99999999999995e+001	3.69742960548552e-012,2.45544080817998e-011
