Freq.	V(vout)
3.98107170553494e+003	-7.23827117191895e-014,1.29660457873734e-014
4.46683592150960e+003	-4.22430063178570e-014,2.28148504789287e-014
5.01187233627269e+003	-2.06850620198300e-014,2.25200599727424e-014
5.62341325190345e+003	-7.30878767404293e-015,1.74989434766576e-014
6.30957344480189e+003	-3.87441582617176e-016,1.14233386062093e-014
7.07945784384133e+003	2.23961417692073e-015,6.29488852193192e-015
7.94328234724276e+003	2.52299032988033e-015,2.81481731388523e-015
8.91250938133739e+003	1.86964196557475e-015,8.77617287630038e-016
9.99999999999992e+003	1.08720209810401e-015,2.93448646301773e-017
1.12201845430195e+004	5.08696335761373e-016,-2.11368939743813e-016
1.25892541179416e+004	1.82516220689773e-016,-1.96087835040002e-016
1.41253754462274e+004	3.90755238069584e-017,-1.18627260576174e-016
1.58489319246110e+004	-6.34535406712783e-018,-5.54089723244412e-017
1.77827941003891e+004	-1.23334250733443e-017,-2.04023077227230e-017
1.99526231496886e+004	-8.03438123591540e-018,-5.53728038839190e-018
2.23872113856832e+004	-3.75882470909612e-018,-7.20884681515622e-019
2.51188643150956e+004	-1.40891316859837e-018,3.02307430544637e-019
2.81838293126443e+004	-4.31956634482454e-019,2.92982979026671e-019
3.16227766016835e+004	-1.04343921909042e-019,1.49605846409082e-019
3.54813389233572e+004	-1.61061104793859e-020,5.95577261900047e-020
3.98107170553494e+004	1.18569508211102e-021,2.02354113188776e-020
4.46683592150959e+004	2.27550612921405e-021,6.07945355016080e-021
5.01187233627268e+004	1.20545632467429e-021,1.63742666830776e-021
5.62341325190344e+004	4.84953971122370e-022,3.94224009700256e-022
6.30957344480187e+004	1.70159196624224e-022,8.24066712088232e-023
7.07945784384131e+004	5.48157195923512e-023,1.34406330066659e-023
7.94328234724274e+004	1.66437259242378e-023,8.27149617473256e-025
8.91250938133737e+004	4.83939951614267e-024,-5.97116918812979e-025
9.99999999999990e+004	1.36185170329089e-024,-3.89022936343993e-025
1.12201845430195e+005	3.73695329055361e-025,-1.66084639886286e-025
1.25892541179415e+005	1.00538591267722e-025,-6.08248563463401e-026
1.41253754462274e+005	2.66284547656862e-026,-2.05458412581025e-026
1.58489319246110e+005	6.96441164943561e-027,-6.60260424233091e-027
1.77827941003891e+005	1.80275977938883e-027,-2.05199190265271e-027
1.99526231496886e+005	4.62624998530675e-028,-6.22834030302138e-028
2.23872113856832e+005	1.17831499043356e-028,-1.85812516186023e-028
2.51188643150955e+005	2.98090521635095e-029,-5.47243166388596e-029
2.81838293126442e+005	7.49252122170438e-030,-1.59601489436258e-029
3.16227766016835e+005	1.87096457833226e-030,-4.61986199475623e-030
3.54813389233572e+005	4.63913110971445e-031,-1.32950055652975e-030
3.98107170553493e+005	1.14101575407973e-031,-3.80861424262120e-031
4.46683592150958e+005	2.77899228255328e-032,-1.08713467620365e-031
5.01187233627267e+005	6.68443716589124e-033,-3.09426249055600e-032
5.62341325190343e+005	1.58135021341740e-033,-8.78682436756537e-033
6.30957344480186e+005	3.65527056102727e-034,-2.49053177908681e-033
7.07945784384130e+005	8.16456573091914e-035,-7.04814638293258e-034
7.94328234724273e+005	1.72661807347252e-035,-1.99195496657658e-034
8.91250938133736e+005	3.30807105790212e-036,-5.62306292374605e-035
1.00000000000000e+006	5.05412473088676e-037,-1.58560292597736e-035
