Freq.	V(vout)
1.00000000000000e-01	-3.75594929615345e-14,-3.99442204483893e-12
1.12201845430196e-01	-4.72834784216047e-14,-4.48171188770737e-12
1.25892541179417e-01	-5.95245948256115e-14,-5.02841745180229e-12
1.41253754462275e-01	-7.49342077449204e-14,-5.64177097046542e-12
1.58489319246111e-01	-9.43321136132226e-14,-6.32987989496766e-12
1.77827941003892e-01	-1.18750019652633e-13,-7.10183070096161e-12
1.99526231496888e-01	-1.49486205309649e-13,-7.96780413222651e-12
2.23872113856834e-01	-1.88174215754914e-13,-8.93920277254344e-12
2.51188643150958e-01	-2.36869149765969e-13,-1.00287917387955e-11
2.81838293126445e-01	-2.98155985957650e-13,-1.12508530949347e-11
3.16227766016838e-01	-3.75285476502637e-13,-1.26213542521167e-11
3.54813389233575e-01	-4.72344466604835e-13,-1.41581300813869e-11
3.98107170553497e-01	-5.94469111625278e-13,-1.58810776326303e-11
4.46683592150963e-01	-7.48111401682873e-13,-1.78123611030791e-11
5.01187233627272e-01	-9.41371697551705e-13,-1.99766228595338e-11
5.62341325190348e-01	-1.18441263923870e-12,-2.24011936571951e-11
6.30957344480192e-01	-1.48997277828141e-12,-2.51162913999797e-11
7.07945784384137e-01	-1.87400149194771e-12,-2.81551924350972e-11
7.94328234724280e-01	-2.35643991873269e-12,-3.15543519273246e-11
8.91250938133744e-01	-2.96217534325284e-12,-3.53534396356541e-11
9.99999999999999e-01	-3.72219784544722e-12,-3.95952436016474e-11
1.12201845430196e+00	-4.67498677272469e-12,-4.43253759509466e-11
1.25892541179417e+00	-5.86814857598680e-12,-4.95916913448233e-11
1.41253754462275e+00	-7.36031355432787e-12,-5.54432990597991e-11
1.58489319246111e+00	-9.22327241383142e-12,-6.19290145489841e-11
1.77827941003892e+00	-1.15442878567933e-11,-6.90950577915239e-11
1.99526231496888e+00	-1.44284435450363e-11,-7.69817692545890e-11
2.23872113856834e+00	-1.80007836301295e-11,-8.56190909630223e-11
2.51188643150958e+00	-2.24078428919974e-11,-9.50205695936842e-11
2.81838293126445e+00	-2.78179691120941e-11,-1.05175711733293e-10
3.16227766016837e+00	-3.44196100290084e-11,-1.16040702126006e-10
3.54813389233575e+00	-4.24165212008691e-11,-1.27527835806848e-10
3.98107170553496e+00	-5.20187390656776e-11,-1.39494558575534e-10
4.46683592150962e+00	-6.34283043840856e-11,-1.51733758585114e-10
5.01187233627271e+00	-7.68193102518735e-11,-1.63967806534556e-10
5.62341325190348e+00	-9.23130643269553e-11,-1.75849540078064e-10
6.30957344480192e+00	-1.09951021599000e-10,-1.86973474398075e-10
7.07945784384136e+00	-1.29670342130921e-10,-1.96899438030076e-10
7.94328234724279e+00	-1.51288656725769e-10,-2.05188202432696e-10
8.91250938133743e+00	-1.74504717298121e-10,-2.11444730112513e-10
9.99999999999997e+00	-1.98919070598771e-10,-2.15360587565790e-10
1.12201845430196e+01	-2.24073710994979e-10,-2.16744786940019e-10
1.25892541179416e+01	-2.49503351094911e-10,-2.15533589063275e-10
1.41253754462275e+01	-2.74786126685870e-10,-2.11774953778978e-10
1.58489319246111e+01	-2.99580572958822e-10,-2.05590693020803e-10
1.77827941003892e+01	-3.23639179236226e-10,-1.97126067425701e-10
1.99526231496887e+01	-3.46795285139963e-10,-1.86500098881857e-10
2.23872113856833e+01	-3.68927042066045e-10,-1.73769456042960e-10
2.51188643150957e+01	-3.89907603566405e-10,-1.58915232464940e-10
2.81838293126444e+01	-4.09553758870322e-10,-1.41856705186574e-10
3.16227766016837e+01	-4.27585835838983e-10,-1.22490361098255e-10
3.54813389233574e+01	-4.43609938082225e-10,-1.00746833133028e-10
3.98107170553496e+01	-4.57129393253691e-10,-7.66537155767926e-11
4.46683592150961e+01	-4.67585967177054e-10,-5.03897633991677e-11
5.01187233627270e+01	-4.74424181403555e-10,-2.23169659586314e-11
5.62341325190347e+01	-4.77166090950138e-10,7.01827313546504e-12
6.30957344480191e+01	-4.75481201558099e-10,3.69163471691006e-11
7.07945784384135e+01	-4.69237679553642e-10,6.65820715483033e-11
7.94328234724278e+01	-4.58525880089991e-10,9.51973210534224e-11
8.91250938133741e+01	-4.43651739973258e-10,1.21995140239465e-10
9.99999999999995e+01	-4.25103869393345e-10,1.46323031304226e-10
1.12201845430196e+02	-4.03502700909997e-10,1.67687006373904e-10
1.25892541179416e+02	-3.79541832600462e-10,1.85773162137651e-10
1.41253754462275e+02	-3.53930633453194e-10,2.00448259768878e-10
1.58489319246111e+02	-3.27344299240055e-10,2.11743608015486e-10
1.77827941003891e+02	-3.00384588256972e-10,2.19827126200814e-10
1.99526231496887e+02	-2.73552706544496e-10,2.24967813745087e-10
2.23872113856833e+02	-2.47235195623199e-10,2.27496396770982e-10
2.51188643150957e+02	-2.21703119839463e-10,2.27766236342747e-10
2.81838293126444e+02	-1.97123459702512e-10,2.26119008408142e-10
3.16227766016836e+02	-1.73579595073921e-10,2.22859115211897e-10
3.54813389233574e+02	-1.51096202214050e-10,2.18238870335221e-10
3.98107170553495e+02	-1.29663787346304e-10,2.12453912513171e-10
4.46683592150961e+02	-1.09259522273960e-10,2.05646275382785e-10
5.01187233627270e+02	-8.98631923459503e-11,1.97911925863625e-10
5.62341325190346e+02	-7.14687864111013e-11,1.89310349743246e-10
6.30957344480190e+02	-5.40928636874573e-11,1.79875147743367e-10
7.07945784384134e+02	-3.77803773149291e-11,1.69625701319724e-10
7.94328234724277e+02	-2.26077039679445e-11,1.58580249199266e-10
8.91250938133740e+02	-8.68189103250224e-12,1.46770199702293e-10
9.99999999999994e+02	3.86499773181908e-12,1.34254567572097e-10
1.12201845430196e+03	1.48869898956244e-11,1.21132532366215e-10
1.25892541179416e+03	2.42401974345087e-11,1.07551666272201e-10
1.41253754462275e+03	3.18017740469765e-11,9.37096633082688e-11
1.58489319246110e+03	3.74888222630361e-11,7.98485228427696e-11
1.77827941003891e+03	4.12739629325252e-11,6.62418405305497e-11
1.99526231496887e+03	4.31951238902133e-11,5.31774599798550e-11
2.23872113856832e+03	4.33587520119773e-11,4.09384468080887e-11
2.51188643150956e+03	4.19372310468456e-11,2.97848335785916e-11
2.81838293126443e+03	3.91619414123996e-11,1.99373197337228e-11
3.16227766016836e+03	3.53129529214314e-11,1.15630620864947e-11
3.54813389233573e+03	3.07054367381197e-11,4.76357462975911e-12
