Freq.	V(vout)
1.00000000000000e-01	-6.76103440691432e-14,-5.17829703340633e-12
1.12201845430196e-01	-8.51131067663766e-14,-5.80990540327243e-12
1.25892541179417e-01	-1.07145865312389e-13,-6.51848290567092e-12
1.41253754462275e-01	-1.34880431596526e-13,-7.31338048225634e-12
1.58489319246111e-01	-1.69791375279124e-13,-8.20507328431786e-12
1.77827941003892e-01	-2.13734033256068e-13,-9.20529093946285e-12
1.99526231496888e-01	-2.69042494785814e-13,-1.03271608743374e-11
2.23872113856834e-01	-3.38652604302955e-13,-1.15853651236589e-11
2.51188643150958e-01	-4.26256254011624e-13,-1.29963106351193e-11
2.81838293126445e-01	-5.36494742878227e-13,-1.45783124174552e-11
3.16227766016838e-01	-6.75200803953896e-13,-1.63517878711100e-11
3.54813389233575e-01	-8.49701090916083e-13,-1.83394591428421e-11
3.98107170553497e-01	-1.06919350101575e-12,-2.05665581581473e-11
4.46683592150963e-01	-1.34521670007979e-12,-2.30610258365523e-11
5.01187233627272e-01	-1.69223256300627e-12,-2.58536925182612e-11
5.62341325190348e-01	-2.12834581054260e-12,-2.89784203403469e-11
6.30957344480192e-01	-2.67618861804707e-12,-3.24721795663524e-11
7.07945784384137e-01	-3.36400083959642e-12,-3.63750189024188e-11
7.94328234724280e-01	-4.22693777426988e-12,-4.07298736756484e-11
8.91250938133744e-01	-5.30863551991562e-12,-4.55821343515517e-11
9.99999999999999e-01	-6.66305641677151e-12,-5.09788702190479e-11
1.12201845430196e+00	-8.35662009392352e-12,-5.69675685406854e-11
1.25892541179417e+00	-1.04705936968995e-11,-6.35942084255934e-11
1.41253754462275e+00	-1.31036604335783e-11,-7.09004436188359e-11
1.58489319246111e+00	-1.63744989873155e-11,-7.89196257056021e-11
1.77827941003892e+00	-2.04240767474710e-11,-8.76713718558702e-11
1.99526231496888e+00	-2.54171777776714e-11,-9.71543921602820e-11
2.23872113856834e+00	-3.15424498741620e-11,-1.07337377394006e-10
2.51188643150958e+00	-3.90099798991054e-11,-1.18147960465266e-10
2.81838293126445e+00	-4.80451433299684e-11,-1.29460166175221e-10
3.16227766016837e+00	-5.88773280234676e-11,-1.41081408918981e-10
3.54813389233575e+00	-7.17222785524500e-11,-1.52740993218081e-10
3.98107170553496e+00	-8.67574790375035e-11,-1.64083109382440e-10
4.46683592150962e+00	-1.04091409131584e-10,-1.74668195001707e-10
5.01187233627271e+00	-1.23729718667397e-10,-1.83986720086157e-10
5.62341325190348e+00	-1.45544022712062e-10,-1.91488282337791e-10
6.30957344480192e+00	-1.69251201509092e-10,-1.96625888451313e-10
7.07945784384136e+00	-1.94411425714357e-10,-1.98910665781226e-10
7.94328234724279e+00	-2.20450394674980e-10,-1.97967325903615e-10
8.91250938133743e+00	-2.46705370884474e-10,-1.93577745365281e-10
9.99999999999997e+00	-2.72487212675273e-10,-1.85701158428384e-10
