Freq.	V(vout)
1.00000000000000e-001	-9.74361132337515e-014,-4.37585013019975e-012
1.12201845430196e-001	-1.22653947171933e-013,-4.90925174435148e-012
1.25892541179417e-001	-1.54394975231577e-013,-5.50751851995061e-012
1.41253754462275e-001	-1.94344510870339e-013,-6.17847468960892e-012
1.58489319246111e-001	-2.44622072860739e-013,-6.93086193308312e-012
1.77827941003892e-001	-3.07892548902830e-013,-7.77443602170675e-012
1.99526231496888e-001	-3.87505406645248e-013,-8.72006899532452e-012
2.23872113856834e-001	-4.87668787141155e-013,-9.77985500490482e-012
2.51188643150958e-001	-6.13666838901127e-013,-1.09672167089249e-011
2.81838293126445e-001	-7.72130426703683e-013,-1.22970073190323e-011
3.16227766016838e-001	-9.71373364733173e-013,-1.37856008387836e-011
3.54813389233575e-001	-1.22180851650952e-012,-1.54509594451684e-011
3.98107170553497e-001	-1.53646033157216e-012,-1.73126619537869e-011
4.46683592150963e-001	-1.93159237073204e-012,-1.93918704078129e-011
5.01187233627272e-001	-2.42746960897482e-012,-2.17112024489969e-011
5.62341325190348e-001	-3.04927495732644e-012,-2.42944645788137e-011
6.30957344480192e-001	-3.82819615982649e-012,-2.71661849747414e-011
7.07945784384137e-001	-4.80269090099505e-012,-3.03508635756580e-011
7.94328234724280e-001	-6.01992147979770e-012,-3.38718314892222e-011
8.91250938133744e-001	-7.53732132177101e-012,-3.77495821720502e-011
9.99999999999999e-001	-9.42420794808105e-012,-4.19994059836568e-011
1.12201845430196e+000	-1.17632834742086e-011,-4.66281337320085e-011
1.25892541179417e+000	-1.46517565613768e-011,-5.16297853814494e-011
1.41253754462275e+000	-1.82016734804397e-011,-5.69799470239315e-011
1.58489319246111e+000	-2.25388625617508e-011,-6.26287928742921e-011
1.77827941003892e+000	-2.77996944395382e-011,-6.84928704139816e-011
1.99526231496888e+000	-3.41246886680073e-011,-7.44461215442848e-011
2.23872113856834e+000	-4.16479483329962e-011,-8.03111533255099e-011
2.51188643150958e+000	-5.04816219648435e-011,-8.58524826229982e-011
2.81838293126445e+000	-6.06952515198675e-011,-9.07742421956647e-011
3.16227766016837e+000	-7.22911028841259e-011,-9.47253796241900e-011
3.54813389233575e+000	-8.51783550477709e-011,-9.73152746462960e-011
3.98107170553496e+000	-9.91509732608398e-011,-9.81414730314409e-011
4.46683592150962e+000	-1.13875425760974e-010,-9.68286576118061e-011
5.01187233627271e+000	-1.28894117476875e-010,-9.30744387495682e-011
5.62341325190348e+000	-1.43647827308699e-010,-8.66942437167256e-011
6.30957344480192e+000	-1.57515878302844e-010,-7.76561758423110e-011
7.07945784384136e+000	-1.69867847082423e-010,-6.60983838785980e-011
7.94328234724279e+000	-1.80117564664914e-010,-5.23259516068251e-011
8.91250938133743e+000	-1.87770488564841e-010,-3.67896830867335e-011
9.99999999999997e+000	-1.92458948877481e-010,-2.00529192284711e-011
1.12201845430196e+001	-1.93964318023072e-010,-2.75312715064535e-012
1.25892541179416e+001	-1.92228422097222e-010,1.44372485543321e-011
1.41253754462275e+001	-1.87357083255230e-010,3.08494895475297e-011
1.58489319246111e+001	-1.79616784223194e-010,4.58578809512688e-011
