117,0,6.216624e-08,6.216624e-08
167,2.004683529e-08,1.025856575e-07,1.05649753553716e-07
217,4.51460895e-08,1.15996685e-07,1.24498144061002e-07
267,6.29462065e-08,1.3563641e-07,1.49543751043106e-07
317,8.67997185e-08,1.51189485e-07,1.74342364526435e-07
367,1.0730046e-07,1.62900865e-07,1.95079240351063e-07
417,1.28360435e-07,1.7212097e-07,2.14722331733268e-07
467,1.49419975e-07,1.7759247e-07,2.32098316488023e-07
517,1.70689055e-07,1.8095689e-07,2.48765875824908e-07
567,1.91457555e-07,1.8150404e-07,2.63823892243419e-07
617,2.09443715e-07,1.7813963e-07,2.74964048711518e-07
667,2.2690602e-07,1.74134945e-07,2.86027447668313e-07
717,2.41586885e-07,1.68232695e-07,2.94398153206629e-07
767,2.5732624e-07,1.63925325e-07,3.05112246432191e-07
817,2.705161e-07,1.5801143e-07,3.13288396948953e-07
867,2.82157655e-07,1.506889e-07,3.19892048478512e-07
917,2.946723e-07,1.4013002e-07,3.26305236564228e-07
967,3.0431148e-07,1.3508925e-07,3.32952219543751e-07
1017,3.12809775e-07,1.2577603e-07,3.37160049617016e-07
