Freq.	V(vout)
1.00000000000000e-001	-3.38816884755687e-013,-7.34896241195788e-012
1.12201845430196e-001	-4.26395394259792e-013,-8.24196863958014e-012
1.25892541179417e-001	-5.36562768949598e-013,-9.24241448611819e-012
1.41253754462275e-001	-6.75116873590102e-013,-1.03627840639041e-011
1.58489319246111e-001	-8.49327150632813e-013,-1.16168290939822e-011
1.77827941003892e-001	-1.06829848581112e-012,-1.30196199225393e-011
1.99526231496888e-001	-1.34341941822007e-012,-1.45875614036148e-011
2.23872113856834e-001	-1.68891092683391e-012,-1.63383533709687e-011
2.51188643150958e-001	-2.12249311059414e-012,-1.82908671609706e-011
2.81838293126445e-001	-2.66618677835163e-012,-2.04648985926214e-011
3.16227766016838e-001	-3.34726409032947e-012,-2.28807433142157e-011
3.54813389233575e-001	-4.19935510524231e-012,-2.55585219323200e-011
3.98107170553497e-001	-5.26370263856722e-012,-2.85171596431391e-011
4.46683592150963e-001	-6.59053230862893e-012,-3.17728988221905e-011
5.01187233627272e-001	-8.24046276273139e-012,-3.53371954982843e-011
5.62341325190348e-001	-1.02858163150359e-011,-3.92138271278016e-011
6.30957344480192e-001	-1.28115956475403e-011,-4.33950297482378e-011
7.07945784384137e-001	-1.59157626675116e-011,-4.78565047837412e-011
7.94328234724280e-001	-1.97082923011197e-011,-5.25512162156317e-011
8.91250938133744e-001	-2.43082925308765e-011,-5.74020738880855e-011
9.99999999999999e-001	-2.98383240212758e-011,-6.22939095510157e-011
1.12201845430196e+000	-3.64149990522875e-011,-6.70656296428338e-011
1.25892541179417e+000	-4.41351169129005e-011,-7.15040623813012e-011
1.41253754462275e+000	-5.30571585038902e-011,-7.53417079141756e-011
1.58489319246111e+000	-6.31790445351236e-011,-7.82611141528370e-011
1.77827941003892e+000	-7.44146409763242e-011,-7.99085579628816e-011
1.99526231496888e+000	-8.65732602311794e-011,-7.99186841215154e-011
2.23872113856834e+000	-9.93476742807960e-011,-7.79495144257897e-011
2.51188643150958e+000	-1.12316026520554e-010,-7.37240931731694e-011
2.81838293126445e+000	-1.24960857535284e-010,-6.70720132741046e-011
3.16227766016837e+000	-1.36704475909504e-010,-5.79626479144478e-011
3.54813389233575e+000	-1.46955485372578e-010,-4.65232048614812e-011
3.98107170553496e+000	-1.55158418871138e-010,-3.30385586724169e-011
4.46683592150962e+000	-1.60838543655663e-010,-1.79345550350004e-011
5.01187233627271e+000	-1.63636811607562e-010,-1.74987085047203e-012
5.62341325190348e+000	-1.63333900253989e-010,1.48979007629730e-011
6.30957344480192e+000	-1.59865123320665e-010,3.13482768433096e-011
7.07945784384136e+000	-1.53328337376455e-010,4.69353136614728e-011
7.94328234724279e+000	-1.43985011118001e-010,6.10275959781732e-011
8.91250938133743e+000	-1.32251862922364e-010,7.30713907297123e-011
9.99999999999997e+000	-1.18678948962312e-010,8.26346498720767e-011
1.12201845430196e+001	-1.03911331359700e-010,8.94457542477679e-011
1.25892541179416e+001	-8.86355829160779e-011,9.34185199596627e-011
1.41253754462275e+001	-7.35177685651604e-011,9.46559196210951e-011
1.58489319246111e+001	-5.91435456081081e-011,9.34294389633098e-011
1.77827941003892e+001	-4.59715160442841e-011,9.01372560022800e-011
1.99526231496887e+001	-3.43076358261727e-011,8.52497679455391e-011
2.23872113856833e+001	-2.43029271091955e-011,7.92533189508370e-011
