Freq.	V(vout)
2.51188643150956e+004	-3.90281090907473e-019,8.37406302799713e-020
2.81838293126443e+004	-1.19655903017059e-019,8.11583555115132e-020
3.16227766016835e+004	-2.89043096658075e-020,4.14419637440163e-020
3.54813389233572e+004	-4.46160505873431e-021,1.64979697816089e-020
3.98107170553494e+004	3.28417003654946e-022,5.60538052120713e-021
4.46683592150959e+004	6.30323691055621e-022,1.68406354776083e-021
5.01187233627268e+004	3.33918224165846e-022,4.53583307870407e-022
5.62341325190344e+004	1.34335407831736e-022,1.09204457657077e-022
6.30957344480187e+004	4.71353065249097e-023,2.28277800019291e-023
7.07945784384131e+004	1.51843731202518e-023,3.72332970449951e-024
7.94328234724274e+004	4.61044854619211e-024,2.29183061496809e-025
8.91250938133737e+004	1.34055642585204e-024,-1.65388073873674e-025
9.99999999999990e+004	3.77245988762635e-025,-1.07756794963734e-025
1.12201845430195e+005	1.03517538908477e-025,-4.60050382197336e-026
1.25892541179415e+005	2.78503638132836e-026,-1.68484506215199e-026
1.41253754462274e+005	7.37643139471701e-027,-5.69120833440464e-027
1.58489319246110e+005	1.92924609246055e-027,-1.82892924947363e-027
1.77827941003891e+005	4.99395548825164e-028,-5.68405207293423e-028
1.99526231496886e+005	1.28156456351406e-028,-1.72526306529205e-028
2.23872113856832e+005	3.26421416082310e-029,-5.14705062236866e-029
2.51188643150955e+005	8.25796234078468e-030,-1.51587801154510e-029
2.81838293126442e+005	2.07568933316013e-030,-4.42100758971924e-030
3.16227766016835e+005	5.18337259935020e-031,-1.27971644155576e-030
3.54813389233572e+005	1.28528615623470e-031,-3.68276270915720e-031
3.98107170553493e+005	3.16137764551961e-032,-1.05500066507390e-031
4.46683592150958e+005	7.70018137415028e-033,-3.01140886054765e-032
5.01187233627267e+005	1.85232803322276e-033,-8.57125246552635e-033
5.62341325190343e+005	4.38264635630210e-034,-2.43399684292093e-033
6.30957344480186e+005	1.01323091476279e-034,-6.89892307623458e-034
7.07945784384130e+005	2.26384106297848e-035,-1.95238544005353e-034
7.94328234724273e+005	4.78979798907008e-036,-5.51787610621189e-035
8.91250938133736e+005	9.18548746747867e-037,-1.55764183514938e-035
1.00000000000000e+006	1.40692157241509e-037,-4.39229891771706e-036
